title,category
 팩트맨 첫눈 일찍 오면 겨울이 더 춥다 ,Social
 팩트맨 어린이집 종교수업은 아동학대 ,Social
 팩트맨 옆 단지 놀이터 이용한 어린이  주거침입 ,Social
 팩트맨 요소수 Q A  소변 비료로 대체 ,Social
이재명  병역 의무 역량 발휘  상무 e스포츠단  신설  제안,Culture
이재명  상무 E 스포츠단 창단 제안   게임  미래산업 핵심 ,Culture
e스포츠 발전을 위한 국회의원 모임 창립총회 참석한 이재명,Culture
이재명  상무 E 스포츠단 창단 제안  연일 청년에  구애  종합 ,Culture
분교 논란에 입 연 고민정  을들의 전쟁 보는 것 같다 ,Culture
고민정  경희대 분교  발언에  전여옥  골 때리는 그녀  찼다 하면 자책골 ,Culture
경희대 총학생회   분교 발언  고민정에 비판 성명,Culture
경희대 국제캠 학생회  고민정 의원이 부끄럽다 ,Culture
재정당국에 날 세운 윤호중  올해 초과세수   조원  기재부 몰랐다면 책무유기 ,Culture
   초과세수   조    사안  방역지원금 기재부 겁박,Culture
윤호중  정부  초과세수 과소추계   의도 있다면 국정조사 ,Culture
윤호중  올해 세수 초과액   조원  기재부 세수 추계에 의도 있다면 국정조사해야 ,Culture
이철희  다혜씨  거주 지적 과해     유쾌할 조건이면 양해해야 ,Culture
  탈당 요구에       대통령은 후보 지원 유세도 한다 ,Culture
  정무수석  대통령 탈당 요구에  과거 대통령 탈당  잘못된 관행 ,Culture
이철희   대통령  퇴임 때  문전박대  받는 게 소망   무슨 뜻 ,Culture
 사무총장  파열음에 이준석  하이에나의 말    김재원  모든 결정권 윤석열에 ,Culture
 김재원  당무우선권 갈등 전례 없어   에게 모든 권한 있는 것  시선집중 ,Culture
이재명   정권과 차별화 기득권엔 대립각 지지율 돌파구 고심,Culture
이재명  거칠어진 홍남기 때리기 민생 힘싣고  정부와 차별화,Culture
김기현  문 정권   청포  정권 이재명  청년 부담 안길 궁리만 ,Culture
김기현   정권  청년포기정권 빚만 늘어난 객관적 수치 나타나 ,Culture
김총리  두번째 코로나 수능 모든 수험생 안전한 시험에 총력 ,Culture
김총리   콘텐츠 흥행에 관광 수요 증가 예상 기회 잡아야 ,Culture
이재명  기본소득 토지세 반대  악성 언론에 놀아나는 바보짓 ,Culture
이재명  기본소득 토지세 반대는 악성언론에 놀아나는 바보짓 ,Culture
 김혜경씨 낙상사고 후  첫 외출   보도에 이재명 측  배우자 아닌 수행원 ,Culture
이재명측  올블랙 외출 사진  김혜경씨 아닌 김씨 수행원 ,Culture
김정은  삼지연  자력번영 철석의지 실증  한달여만 공개활동 종합 ,Culture
김정은  한달여 침묵 깨며  혁명의 고향  선택 눈길,Culture
문 대통령  CEPI 대표 접견  한국 백신 개발 협력 ,Culture
   우리 백신 생산 개발이 국가적 목표  해쳇  한국은 과학기술 허브 ,Culture
이재명  청년 표심 잡기 주력   윤석열  선대위 인선 두고 진통,Culture
 이재명  재난지원금 협의  윤석열 선대위 곧 윤곽 뉴스포커스 ,Culture
김동연  서울대 학부 지방 이전하겠다 학종 폐지  수능  회 실시 ,Culture
김동연  학생부 전형 폐지 수능  회 실시  교육 공약 발표,Culture
윤석열       이재명          대통령 될 것         여론조사공정 ,Culture
다자대결 지지율  윤석열        이재명        KSOI ,Culture
 여심야심  또 김종인 선거 때면 소환되는   메이커,Culture
 여심야심  받을 사람    가 싫다는데  지원금 왜 주려고 할까 ,Culture
 여심야심  윤석열 주연   인  각  영화  흥행 성공할까 ,Culture
 여심야심  심상정 안철수  완주   단일화 압박  견딜까 ,Culture
 일회용품 사용 줄일 때  다회용 컵에 엇갈린 반응,Culture
스타벅스  텀블러 할인 통했다 개인 다회용컵 이용   년간 누적     만건,Culture
스타벅스  고객 개인컵 사용   년간     만건 돌파 ,Culture
스타벅스 개인 다회용컵 사용   년간     만건 돌파,Culture
인천시 파라다이스시티호텔에서 도심항공교통 첫선,Culture
KT  UAM팀에 대한항공 합류  도심항공교통 조기 상용화 ,Culture
드론에 사람 태우고 도심 하늘 비행 KT  UAM 생태계 구축,Culture
 도로부터 하늘길까지  롯데  도심항공교통 UAM  사업 진출,Culture
 월까지 국세     조원 늘어 재정적자   조원,Culture
  조 더 걷힌 국세    나랏빚 걱정  정부 때린  ,Culture
올해  월까지 국세   조 더 걷혀 재정수지 적자는 지속,Culture
 분기까지 국세수입   조 늘어 재정적자는   조원,Culture
자식에게 손벌리는 부모  일본보다  배 많아 왜,Culture
 이런 사람들  노후자금 걱정없겠네  국민연금 매월    만원 넘게 받는 사람    명,Culture
 성장기 진입 국내 전기차 시장  세제 혜택 충전 인프라 마련해야 ,Culture
 부족한 충전 인프라  전기차 보급 걸림돌 ,Culture
엔씨      억 지른 슈퍼개미   사흘만에  눈물의 손절  왜 ,Culture
 슈퍼 개미  엔씨소프트   만주 단번에 매각 시초가 기준     억원치 거래소  시세조종 조사,Culture
 금리상승기  신종 꺾기  기승  대출금리 미끼로 카드 발급 강제 영끌족 울리는 범법  제 ,Culture
서민들은 대출 묶고   금리 귀족     우대,Culture
수능 날 오후  영어 듣기평가 시간 때 항공기 운항 전면 통제,Culture
수능 D   영어듣기평가   분간 항공기 이착륙  올스톱 ,Culture
휴온스글로벌  분기 영업익    억원으로       투자 확대 ,Culture
휴메딕스   Q 매출     성장 영업익     ,Culture
 EU 탄소국경조정제도  한국 수출기업들에 과도한 부담 ,Culture
 탄소국경조정제  수출기업에 과도한 부담  무협  EU에 의견서 제출,Culture
음성 AI 잇단 발생에 진천 증평  방역으로 막는다 ,Culture
충북 음성 보호지역 육용오리 농가 AI 의사환축 발생,Culture
중소기업 리더스포럼 개막  코로나   패러다임 변화  생존과 성장 해법 모색,Culture
중기중앙회       일  리더스포럼  여야 대표 특별강연 나서,Culture
 고수칼럼   투자는  오징어게임 이 아니다   투기적 접근은 금물,Culture
 고수칼럼  금리인상 시기 포트폴리오는  국내는  가치주 배당주 ,Culture
 고수칼럼   전통 미래 에너지 공존 속 투자 기회 찾아라 ,Culture
 고수칼럼   소비심리가 수요 넘어 미래 집값도 결정한다 ,Culture
 미중 정상회담 베이징 증시 일본 GDP 택시대란 일산대교 김대호 박사의 오늘의 키워드 ,Culture
법원  일산대교 무료화에 제동  영업 자유 재산권 침해 ,Culture
이재명의 일산대교 무료화  법원서 또 제동,Culture
법원  일산대교 통행료 징수금지 제동 이번 주 중 징수 재개,Culture
 담배 피우지 말라 에 식당 쑥대밭   난동부린 중학생들,Culture
대구  막 나가는 중학생들     담배 피우지 마라 에 식당 뒤엎고 난동,Culture
 식당 앞서 담배 피우지 마라  꾸중에 중학생들 테이블 엎고 난동,Culture
 담배 피우지 마라  식당주인 훈계에 손님 내쫓고 행패 부린 중학생들,Culture
강득구  김건희씨 도이치모터스 주가조작 미리 알았을 가능성 있어 ,Culture
검찰  잠적했던  도이치모터스 주가조작  선수 이모 씨 검거,Culture
 김건희씨와 아는 사이입니까   권오수는 묵묵부답,Culture
도이치모터스  김건희   억 계좌 관리   의혹 핵심 인물 검거,Culture
경찰  이재명 부인 김혜경씨 취재하던 기자들에  스토킹 경고 ,Culture
이재명 부인 김혜경씨 측  기자들  스토킹  경찰 신고,Culture
이재명 부인 취재 기자들  경찰에  스토킹  경고 받아,Culture
경찰  이재명 부인 김혜경씨 취재하던 기자들에  스토킹 경고 ,Culture
식약처  노바백스 코로나   백신 허가심사 착수,Culture
코로나   백신  노바백스  국내 출시길 열리나 식약처  허가심사 착수,Culture
제주해경  차귀도 해상서 불법 조업한 중국어선 나포,Culture
목포해경      촘촘한 그물로 불법조업 중국어선  척 나포,Culture
스트레스 사망이라더니  공군 부사관 성추행 은폐 ,Culture
군인권센터  공군   여군 부사관 사망  강제추행 확인하고도  늑장 기소  ,Culture
  에어컴프레셔에 필로폰 이렇게 마약    억 어치 숨겼다,Culture
  만명 투약 가능한 마약 밀반입 차량용 부품에 숨겨,Culture
 생수병 사건   경찰 결론은  인사 불만으로 인한 단독 범행 ,Culture
경찰   생수병 사건  수사 종결    인사 불만 단독 범행  결론,Culture
공수처  윤석열 첫 직접조사 나서  한명숙 수사방해 의혹  의견진술 요청,Culture
 단독 공수처   고발사주  의혹 대검 압수수색,Culture
육아휴직 대상은   만명  쓴 사람은  만명  사용률 OECD 꼴찌,Culture
임신중에도 육아휴직 가능   유산 가능성 있으면  일 전까지 신청,Culture
서울시  폐업 소상공인 재기에  억 추가 투입,Culture
눈물 머금고 폐업한 소상공인 재기 지원에 서울시    억  투입,Culture
 좀 더 만지고 싶다  마취환자 추행 수련의  서울대병원서 근무 중,Culture
마취 환자 만지고  처녀막 볼 수 있나  의사 자격은 지속,Culture
양주 광명 직행좌석버스  준공영제 첫 시행,Culture
덕정 서울역 광명역 인천대  직행좌석버스 준공영제 시행,Culture
코로나   여파 외국인 근로자 유학생 급감 한국국적 취득자는 증가,Culture
국내 거주 외국인    만명   코로나 탓 지난해 첫 감소,Culture
코로나   위중증 환자 늘고 있지만 정부  아직 비상상황은 아냐 ,Culture
정부    증가세  안심할 수 없지만 비상계획 발령 수준 아냐 ,Culture
 팩트맨 첫눈 일찍 오면 겨울이 더 춥다 ,Culture
 팩트맨 어린이집 종교수업은 아동학대 ,Culture
 팩트맨 옆 단지 놀이터 이용한 어린이  주거침입 ,Culture
 팩트맨 요소수 Q A  소변 비료로 대체 ,Culture
  서울 낮   도  맑고 온화 동해안 건조주의보 날씨 ,Culture
 온화한 오후 수능일  중부 약한 비 오후날씨 꿀팁 ,Culture
 전국 쾌청한 가을 미세먼지  보통  날씨 ,Culture
 온화한 오후 수능일  중부엔 약한 비 오후날씨 꿀팁 ,Culture
영국 빅토리아 앨버트 박물관에서 만나는 한복교복,Culture
한복 교복 K팝 스타 한복    빅토리아 앨버트 박물관 전시,Culture
한복 교복    빅토리아 앨버트 박물관에서 만난다,Culture
한복 교복 K팝 스타 한복    빅토리아 앨버트 박물관 전시,Culture
 과학기술은 사회문제를 어떻게 해결하나  인간과 기술 포럼,Culture
삶의 질 높이는 과학기술  제 회 인간과 기술 포럼 ,Culture
 홍범도 실명소설  저격   백무철이란 이름으로 시작한 조지소 생활  홍범도 실명소설 저격 ,Culture
 홍범도 실명소설  저격   군영을 떠나다  홍범도 실명소설 저격 ,Culture
 홍범도 실명소설  저격   박민규 교관의 죽음  홍범도 실명소설 저격 ,Culture
 홍범도 실명소설  저격   지루한 포수 조교관 생활   홍범도 실명소설 저격 ,Culture
 날씨톡톡  하늘 맑고 공기질 보통 큰 일교차 유의,Culture
 날씨톡톡  늦가을 정취 가득 곳곳 미세먼지 유의,Culture
 날씨톡톡  종일 찬바람 주말 낮부터 추위 누그러져,Culture
 날씨톡톡  가을의 끝  겨울의 초입 곳곳 비 또는 눈,Culture
이재명  병역 의무 역량 발휘  상무 e스포츠단  신설  제안,World
이재명  상무 E 스포츠단 창단 제안   게임  미래산업 핵심 ,World
e스포츠 발전을 위한 국회의원 모임 창립총회 참석한 이재명,World
이재명  상무 E 스포츠단 창단 제안  연일 청년에  구애  종합 ,World
분교 논란에 입 연 고민정  을들의 전쟁 보는 것 같다 ,World
고민정  경희대 분교  발언에  전여옥  골 때리는 그녀  찼다 하면 자책골 ,World
경희대 총학생회   분교 발언  고민정에 비판 성명,World
경희대 국제캠 학생회  고민정 의원이 부끄럽다 ,World
재정당국에 날 세운 윤호중  올해 초과세수   조원  기재부 몰랐다면 책무유기 ,World
   초과세수   조    사안  방역지원금 기재부 겁박,World
윤호중  정부  초과세수 과소추계   의도 있다면 국정조사 ,World
윤호중  올해 세수 초과액   조원  기재부 세수 추계에 의도 있다면 국정조사해야 ,World
이철희  다혜씨  거주 지적 과해     유쾌할 조건이면 양해해야 ,World
  탈당 요구에       대통령은 후보 지원 유세도 한다 ,World
  정무수석  대통령 탈당 요구에  과거 대통령 탈당  잘못된 관행 ,World
이철희   대통령  퇴임 때  문전박대  받는 게 소망   무슨 뜻 ,World
 사무총장  파열음에 이준석  하이에나의 말    김재원  모든 결정권 윤석열에 ,World
 김재원  당무우선권 갈등 전례 없어   에게 모든 권한 있는 것  시선집중 ,World
이재명   정권과 차별화 기득권엔 대립각 지지율 돌파구 고심,World
이재명  거칠어진 홍남기 때리기 민생 힘싣고  정부와 차별화,World
김기현  문 정권   청포  정권 이재명  청년 부담 안길 궁리만 ,World
김기현   정권  청년포기정권 빚만 늘어난 객관적 수치 나타나 ,World
김총리  두번째 코로나 수능 모든 수험생 안전한 시험에 총력 ,World
김총리   콘텐츠 흥행에 관광 수요 증가 예상 기회 잡아야 ,World
이재명  기본소득 토지세 반대  악성 언론에 놀아나는 바보짓 ,World
이재명  기본소득 토지세 반대는 악성언론에 놀아나는 바보짓 ,World
 김혜경씨 낙상사고 후  첫 외출   보도에 이재명 측  배우자 아닌 수행원 ,World
이재명측  올블랙 외출 사진  김혜경씨 아닌 김씨 수행원 ,World
김정은  삼지연  자력번영 철석의지 실증  한달여만 공개활동 종합 ,World
김정은  한달여 침묵 깨며  혁명의 고향  선택 눈길,World
문 대통령  CEPI 대표 접견  한국 백신 개발 협력 ,World
   우리 백신 생산 개발이 국가적 목표  해쳇  한국은 과학기술 허브 ,World
이재명  청년 표심 잡기 주력   윤석열  선대위 인선 두고 진통,World
 이재명  재난지원금 협의  윤석열 선대위 곧 윤곽 뉴스포커스 ,World
김동연  서울대 학부 지방 이전하겠다 학종 폐지  수능  회 실시 ,World
김동연  학생부 전형 폐지 수능  회 실시  교육 공약 발표,World
윤석열       이재명          대통령 될 것         여론조사공정 ,World
다자대결 지지율  윤석열        이재명        KSOI ,World
 여심야심  또 김종인 선거 때면 소환되는   메이커,World
 여심야심  받을 사람    가 싫다는데  지원금 왜 주려고 할까 ,World
 여심야심  윤석열 주연   인  각  영화  흥행 성공할까 ,World
 여심야심  심상정 안철수  완주   단일화 압박  견딜까 ,World
 일회용품 사용 줄일 때  다회용 컵에 엇갈린 반응,World
스타벅스  텀블러 할인 통했다 개인 다회용컵 이용   년간 누적     만건,World
스타벅스  고객 개인컵 사용   년간     만건 돌파 ,World
스타벅스 개인 다회용컵 사용   년간     만건 돌파,World
인천시 파라다이스시티호텔에서 도심항공교통 첫선,World
KT  UAM팀에 대한항공 합류  도심항공교통 조기 상용화 ,World
드론에 사람 태우고 도심 하늘 비행 KT  UAM 생태계 구축,World
 도로부터 하늘길까지  롯데  도심항공교통 UAM  사업 진출,World
 월까지 국세     조원 늘어 재정적자   조원,World
  조 더 걷힌 국세    나랏빚 걱정  정부 때린  ,World
올해  월까지 국세   조 더 걷혀 재정수지 적자는 지속,World
 분기까지 국세수입   조 늘어 재정적자는   조원,World
자식에게 손벌리는 부모  일본보다  배 많아 왜,World
 이런 사람들  노후자금 걱정없겠네  국민연금 매월    만원 넘게 받는 사람    명,World
 성장기 진입 국내 전기차 시장  세제 혜택 충전 인프라 마련해야 ,World
 부족한 충전 인프라  전기차 보급 걸림돌 ,World
엔씨      억 지른 슈퍼개미   사흘만에  눈물의 손절  왜 ,World
 슈퍼 개미  엔씨소프트   만주 단번에 매각 시초가 기준     억원치 거래소  시세조종 조사,World
 금리상승기  신종 꺾기  기승  대출금리 미끼로 카드 발급 강제 영끌족 울리는 범법  제 ,World
서민들은 대출 묶고   금리 귀족     우대,World
수능 날 오후  영어 듣기평가 시간 때 항공기 운항 전면 통제,World
수능 D   영어듣기평가   분간 항공기 이착륙  올스톱 ,World
휴온스글로벌  분기 영업익    억원으로       투자 확대 ,World
휴메딕스   Q 매출     성장 영업익     ,World
 EU 탄소국경조정제도  한국 수출기업들에 과도한 부담 ,World
 탄소국경조정제  수출기업에 과도한 부담  무협  EU에 의견서 제출,World
음성 AI 잇단 발생에 진천 증평  방역으로 막는다 ,World
충북 음성 보호지역 육용오리 농가 AI 의사환축 발생,World
중소기업 리더스포럼 개막  코로나   패러다임 변화  생존과 성장 해법 모색,World
중기중앙회       일  리더스포럼  여야 대표 특별강연 나서,World
 고수칼럼   투자는  오징어게임 이 아니다   투기적 접근은 금물,World
 고수칼럼  금리인상 시기 포트폴리오는  국내는  가치주 배당주 ,World
 고수칼럼   전통 미래 에너지 공존 속 투자 기회 찾아라 ,World
 고수칼럼   소비심리가 수요 넘어 미래 집값도 결정한다 ,World
 미중 정상회담 베이징 증시 일본 GDP 택시대란 일산대교 김대호 박사의 오늘의 키워드 ,World
법원  일산대교 무료화에 제동  영업 자유 재산권 침해 ,World
이재명의 일산대교 무료화  법원서 또 제동,World
법원  일산대교 통행료 징수금지 제동 이번 주 중 징수 재개,World
 담배 피우지 말라 에 식당 쑥대밭   난동부린 중학생들,World
대구  막 나가는 중학생들     담배 피우지 마라 에 식당 뒤엎고 난동,World
 식당 앞서 담배 피우지 마라  꾸중에 중학생들 테이블 엎고 난동,World
 담배 피우지 마라  식당주인 훈계에 손님 내쫓고 행패 부린 중학생들,World
강득구  김건희씨 도이치모터스 주가조작 미리 알았을 가능성 있어 ,World
검찰  잠적했던  도이치모터스 주가조작  선수 이모 씨 검거,World
 김건희씨와 아는 사이입니까   권오수는 묵묵부답,World
도이치모터스  김건희   억 계좌 관리   의혹 핵심 인물 검거,World
경찰  이재명 부인 김혜경씨 취재하던 기자들에  스토킹 경고 ,World
이재명 부인 김혜경씨 측  기자들  스토킹  경찰 신고,World
이재명 부인 취재 기자들  경찰에  스토킹  경고 받아,World
경찰  이재명 부인 김혜경씨 취재하던 기자들에  스토킹 경고 ,World
식약처  노바백스 코로나   백신 허가심사 착수,World
코로나   백신  노바백스  국내 출시길 열리나 식약처  허가심사 착수,World
제주해경  차귀도 해상서 불법 조업한 중국어선 나포,World
목포해경      촘촘한 그물로 불법조업 중국어선  척 나포,World
스트레스 사망이라더니  공군 부사관 성추행 은폐 ,World
군인권센터  공군   여군 부사관 사망  강제추행 확인하고도  늑장 기소  ,World
  에어컴프레셔에 필로폰 이렇게 마약    억 어치 숨겼다,World
  만명 투약 가능한 마약 밀반입 차량용 부품에 숨겨,World
 생수병 사건   경찰 결론은  인사 불만으로 인한 단독 범행 ,World
경찰   생수병 사건  수사 종결    인사 불만 단독 범행  결론,World
