,title,category
509,복지부  오세훈  안심소득  승인 저소득  인가구     만원 지원,World
510,제주 여성근로자        경력단절   가사부담 직장문화로 균형 어려워 ,World
511,재직 여성 경력단절 예방도 지원  경력단절여성법 개정안  국회 통과,World
512, 밀착카메라  터널 화재 땐 대피통로 찾으라는데  어  어디 있지 ,World
513, 밀착카메라  야호 대신 건배  비틀비틀  아찔한 음주산행,World
514, 밀착카메라  안전장비 헬멧뿐 삐끗하면  m 아래  쓰레기 늪 으로,World
515, 밀착카메라  정비구역에 휘갈긴 빨간 글씨  폐가에 사는 기분 ,World
516, 아침 추위  절정  강원 산지  강풍  산불 주의 날씨 ,World
517, 전국 곳곳 눈 비 내일 아침 중부 영하권 추위 날씨 ,World
518, 출근길 영하권 추위 내일까지 충청 남부 비 눈 날씨 ,World
519, 출근길 곳곳 영하권 추위   충청 이남 약한 비 날씨 ,World
520, 국보 반가사유상  점 동시 전시 뉴스체크 문화 ,World
521, 영상   사유의 방 에서 두 국보 반가사유상 만난다,World
522,국보 금동 반가사유상  점  내일부터 상설 전시,World
523,    여년전 두 반가사유상 시간이 멎은 듯  사유의 방 ,World
524,한국타이어  타이어 업계 최초 친환경 국제인증  ISCC 플러스  획득,World
525,한국타이어  친환경 국제인증  ISCC PLUS  획득 타이어 업계 최초,World
526,전국 곳곳 눈 비 낮은 기온 강풍에 체감온도  뚝 ,World
527,서울 등 중부지방 아침기온 영하권으로  뚝  오늘날씨 ,World
528,문체부    일  오징어게임  흥행 요인 분석 토론회 개최,World
529, 오징어 게임 은 무엇이 다른가    일 정책토론회,World
530,함안 가야고분서  세기 중국 청자 발견  남조와 교류 흔적 ,World
531,함안 말이산 가야 고분군에서 연꽃문양 청자그릇 발굴,World
532,내일 서울 체감기온 영하  도  뚝  경기남부 등에 비나 눈,World
533,춘천  영하  도 에 강풍까지 체감온도 더 낮아,World
534,해외 관광지 항공권 판매  유럽 자유여행 상품 판매 재개,World
535,해외항공권 발매 비중 유럽 동남아   위드 코로나 영향 ,World
536, 밀레니얼 트렌드 사전  덕페이스,World
537, 밀레니얼 트렌드 사전  퐁퐁남,World
538, 밀레니얼 트렌드 사전  프리사이클링,World
539, 밀레니얼 트렌드 사전  식집사,World
540, 더오래 시즌 초반 부상 선수 쏟아지는 한국 야구  왜 그럴까,World
541, 더오래  성을 가는  친양자 입양  독신자도 가능해진다,World
542, 더오래 나이들면 단풍을 놓치고 싶지 않은 까닭,World
543, 더오래      재건축 재개발 집 두개 주는 대신  세금 지옥 ,World
544,중 공산당  번째  역사 결의  시진핑   세대 영도자  입지 굳혀,World
545,마오쩌둥 반열 오른 시진핑  남은 건  황제 즉위식 ,World
546, 속보  중국 공산당   년만에 새 역사결의  시진핑 신시대 중국의 새로운 도약 ,World
547,  공산당 시진핑 중심 새로운 역사 결의 종합 ,World
548,온실가스    위 미 중  기후 대응 공동선언  깜짝  손잡았다,World
549,정상회담 앞둔 미중  기후변화 합의  깜짝훈풍  기싸움은 계속 종합 ,World
550,미 중   기후변화 대응 협력  깜짝 공동선언 발표,World
551,바이든 시진핑 첫 회담 전 깜짝  훈풍  기후대응 공동선언 발표,World
552,유럽의약청 자문위  셀트리온 코로나   치료제  렉키로나  승인 권고 종합 ,World
553,유럽의약청  셀트리온 코로나   치료제 승인 권고,World
554,셀트리온 코로나   치료제  유럽서  승인 권고  의견 획득,World
555,EMA  셀트리온 코로나 항체치료제 승인 권고 뉴욕증시  인플레 우려에 혼조세 모닝브리핑 ,World
556,흰 독성 거품 뒤덮인 강 알고도 인도인들이 몸 담그는 이유,World
557, 인도에 눈이 내렸나  독성 거품 뒤덮인 강에서 태양신 축제 이 시각 ,World
558,  북동부 일대    년만에 최대 폭설 정전 피해 등 우려,World
559,중국 네이멍구   년 만의 최대 폭설 동북지방 피해 속출,World
560,아파르트헤이트 끝낸 남아공 전 대통령 데 클레르크 사망,World
561, 노벨평화상 수상  데 클레르크 전 남아공 대통령 별세,World
562, 테슬라  팔까  투표한 머스크   일간  조원어치 매각 종합  ,World
563, 주식 진짜 팔았다    트위터에 머스크가 올린 글,World
564,푸틴 메르켈  벨라루스 난민 사태 재차 논의  조속히 해결돼야 ,World
565,벨라루스 폴란드  난민 갈등   러 EU 힘겨루기 번져,World
566,아베  자민당 최대 파벌 복귀 첫 일성  헌법 개정하겠다 ,World
567, 자민 최대 파벌  아베파  시동  헌법 논의 선두에 서자 ,World
568,OPEC  내년 석유 수요 살아난다  WTI       국제유가 ,World
569, OPEC  유가 상승에 수요 둔화  전망에 소폭 상승 뉴욕유가 ,World
570,신임 일본 외무상  한국과 소통 강화  징용 위안부 기존입장 유지,World
571,신임  외무상  징용 위안부 문제  한국이 해법 내놔야 ,World
572,  연구진  코로나 모든 변이 차단하는 항체 찾아냈다,World
573, 코로나 치료 예방에 효과적  미국 연구진  변이 바이러스 맞설 항체 발견,World
574, 뉴스딱   당신 덕분에 성장    년 전 퇴사자도 한우 챙겨준 회사,World
575, 뉴스딱  사설 구급차가 연예인 택시   이동 중 나았다  황당 변명,World
576, 뉴스딱  후진하다 아이 쳐서 깔릴 뻔 했는데 명함만 주고  휑 ,World
577, 뉴스딱   강아지가 아니었다고   이웃들 떨게 한 반려견의 정체,World
578,이재명  오월 정신 비뚤어져 있다는 거냐  윤석열 방명록 비판,IT
579,이재명     반듯이   잘못 쓴 게 아니라면 더 문제 ,IT
580, 오월정신  반듯이     윤석열 또 방명록 논란  뉴있저 ,IT
581,홍영표도 썼는데    반듯이  방명록에 이재명측  한글 모르나 ,IT
582, 의원직 상실  곽상도  아들 성과급 송구  저는 화천대유와 무관 ,IT
583, 속보   곽상도 사직안  찬성    표로 국회 본회의 가결,IT
584, 의원직 상실  곽상도  대장동과 무관 결백 증명하겠다 ,IT
585, 아들   억  곽상도 의원직 상실 검찰 소환 임박,IT
586,  동아태 차관보  한국 당국자들과 연쇄 회동 공급망 신기술 등 논의,IT
587,이재명   에  동맹강화   에는  경제협력 심화  G  외교전,IT
588,  차관보  대선주자에 이어 경제 통상 당국자까지 만나,IT
589,이재명의 첫 외교 행보는     동급  외교관  동시  접촉     균형감 강조했다 ,IT
590,      표심  공략 나선 이재명  가상자산 과세  년 유예 당에 요청 중 ,IT
591,이재명       구애 작전 ,IT
592,이재명  가상자산 과세 유예해야   정부 차별화 가속페달,IT
593,     표심 잡아라  이재명  가상자산 과세  년 유예 공제한도 대폭 상향 ,IT
594,청와대 신임 경제수석에 박원주   특허청장,IT
595,문 대통령    경제수석에 박원주 전 특허청장 내정,IT
596, 윤호중  특검 논의 위해 만나자는 김기현  제안도 없고 지방 일정  누가 피하는 건가   최강시사 ,IT
597,이준석  이재명  조건부 특검 수용은 시간 벌기 ,IT
598,심상정       반페미니즘 기수 역할 자처   젠더갈등 조장 ,IT
599, 이대남  끌어안는 이재명 정의당  아재 반페미니즘  맹비난,IT
600,아내 손 꼭 잡은 이재명 괴소문에 CCTV 공개 반격 나선  측,IT
601,이재명 부인 김혜경씨     이송 사진 공개   이해식  페밀리스트 이재명 ,IT
602,이준석 비단주머니     킹크랩 잡는 크라켄  팀 띄운다,IT
603,이준석이  에 준 비단주머니  댓글조작  킹크랩  잡는  크라켄 이었다,IT
604, 게임 셧다운제  폐지법  국회 본회의 통과,IT
605, 이제 어른 됐는데   게임 강제 셧다운제   년만에 폐지,IT
606,   초보가 음주보다 위험  전과  범의 궤변  이재명 비판,IT
607,   음주운전보다 초보 위험 에       음주 범죄 사죄해야 ,IT
608,김종인  내가 흥선대원군   이 어린 고종  나이    넘었는데    ,IT
609,김종인  흥선대원군    어린 고종    철딱서니 없는 소리 ,IT
610,윤석열  김대중 노무현 정신 배우겠다    목포에서 김해까지 통합 행보,IT
611,봉하마을 간    기득권과 싸운 노무현 정신 배우겠다 ,IT
612,호주산 요소수 김해공항 도착 정부  전국 구급차에 공급 ,IT
613,요소수  만 천   실은 수송기 호주 출발 오후 국내 도착,IT
614,김종인    선대위서 허수아비 노릇 안 해  전권 은 별개 사항 ,IT
615,김종인   선대위서 허수아비 할 순 없다 전권과는 별개 ,IT
616,정의용  종전선언  한미간 상당히 조율 끝나 쉽진 않을것 같다 ,IT
617,정의용  한미 종전선언 필요성 인식 같아 다만 쉽진 않을 것 ,IT
618, 청와대   대통령의 난   ,IT
619, 청와대    문대통령은 왜 그렇게 북한에 집착합니까 ,IT
620, 청와대  현직 정무수석  저격 한    비서관 이철희 어떤 표현이,IT
621, 청와대     비서실장  개월째 유영민  참모들이 보이기 시작했다,IT
622, 우리 분유만 써달라  산부인과에 저리 대출 해준 남양,IT
623, 우리 분유만 써  남양유업  산후조리원에 리베이트 주다 적발,IT
624, 분유 팔려고 리베이트  남양유업 과징금    억 매일유업은     만원,IT
625,돈 빌려주고  우리 분유 써라  남양유업 과징금    억,IT
626,롯데정밀화학  요소  만    t 확보    국내 차량용 요소수    개월분 ,IT
627,롯데정밀화학 가동중단 피했다   차량용 요소수    개월분 확보,IT
628,롯데  차량용 요소  만 천t 신규 확보 요소수 석달치 물량,IT
629,롯데    요소수 세 달치 확보 신동빈 회장이 직접 뛰었다,IT
630,뉴욕증시 혼조세 마감  다우 하락  S P    나스닥 상승,IT
631, 인플레 우려 속 혼조  리비안       폭등  뉴욕증시 ,IT
632,인플레  투매 잦아들었나  대 지수 혼조세 뉴욕증시 ,IT
633,미국증시  인플레이션 경계 속 혼조 나스닥       상승,IT
634, 제  테슬라  리비안  상장 첫날 GM 포드 넘어섰다,IT
635, 포드 GM 제친 스타트업  리비안  GE   개 회사로 분리 재택플러스 ,IT
636,씨티은행 노조      여명 희망퇴직 신청 ,IT
637,  억 줄 때 나가자  희망퇴직 신청 폭주에 난감해진 씨티은행,IT
638,일상회복 앞두고 지난달  공연 관람  소비자 상담 큰 폭 증가,IT
639,쌀쌀한 날씨에  전기매트  소비자 불만 급증,IT
640,  지구 살리기 에 공들이는 금융지주 수장들 금융라운지 ,IT
641,윤종규 KB금융 회장  UN 초청으로 기후변화대응 회의 참석,IT
642,요소수 판매  주유소로 한정 당일 판매 재고량 등 매일 신고  종합 ,IT
643,베트남서 차량용 요소수   만 리터 추가 확보,IT
644,내일 유류세     내린다 휘발유  L    원  경유    원 인하,IT
645,오늘부터 유류세     인하 판매가 반영에    주 소요,IT
646,앞으로  년 후 비행기택시 타고 출근한다,IT
647,하늘 나는  공항셔틀  실증 성공      년 수도권 상용화 목표 ,IT
648,이랜드재단  주거 취약계층 지원 위한 MOU,IT
649,이랜드    광군제     억 매출 돌파 올해도 신기록 행진,IT
650,이마트   분기 실적 부진 온 오프라인 시너지 기대 미래,IT
651,이마트   분기 매출    조        영업익은     감소,IT
652, ESG 리포트  제너시스BBQ  청년 창업 지원해 미래 사업가 양성,IT
653, ESG 리포트  마켓컬리 퍼플박스 출시    일  축구장    개 크기 종이박스 줄여,IT
654, ESG 리포트  한샘  익명 게시판 만들고 협력사에 저금리 대출 지원,IT
655, ESG 리포트  전기차 전기바이크로 친환경 배달하는 메쉬코리아  부릉 ,IT
656,화이자 백신 부스터샷   대 여성 사망 정부  인과성 조사  종합 ,IT
657,내일부터 부스터샷도 네이버 카카오 SNS 당일예약,IT
658,코로나   백신 접종완료율            세 접종예약 내일까지 종합 ,IT
659, 부스터샷  내일부터 당일 예약하세요   네이버 카카오 SNS 당일예약 가능,IT
660,진료 소홀로 응급실 환자 영구 장애 유명 대학병원 의사  심서 집행유예,IT
661,응급실 찾은 환자에 적절한 조치 안 한 의사 집행유예,IT
662,진료 소홀로 응급실 환자 영구 장애 의사  심서 집행유예,IT
663, 응급실서 진통제만 사지마비  대학병원 의사  심서  집유 ,IT
664, 수능 D    전국 고교  원격수업  전환   학원 등 특별방역 점검,IT
665,부산 보건소 수능 전날   시까지 운영 수험생 진단검사 강화,IT
666,코로나   발생 이후 두 번째 치러지는 수능 D  ,IT
667,전국 고교  수능 대비  원격 전환 수능 전날 PCR검사 시간 연장,IT
668, 사직안 오늘 처리  곽상도   검찰 소환 초읽기,IT
669, 아들 퇴직금   억  곽상도 의원직 상실 검찰 소환 임박,IT
670, 문재인 저격수  곽상도  아들   억으로 물러서 사직안 가결,IT
671, 아들 퇴직금   억  곽상도 의원직 상실 다음 주쯤 검찰 소환,IT
672, DMZ 평화의 길   개 테마노선 개방,IT
673,DMZ 평화의 길 다시 열린다   일  개 테마노선 개방,IT
674, 가방 잃어버렸다      신고했다가 필로폰 딱 걸린   대,IT
675, 가방 잃어버렸어요  신고한   대 주머니서 마약이  툭 ,IT
676,오토바이 사고  뺑소니 논란  가수 김흥국  심서 벌금형,IT
677,오토바이 들이받고 뺑소니   가수 김흥국 벌금  백만 원,IT
678,중대본  코로나   위중증 환자    명  또 최고치 기록 ,IT
679,권덕철  위중증    명  최고치 기록 고령층 접종효과 약화 중 ,IT
680,   개월 아이  고통 표현도 못한 채 질식사  어린이집 원장 실형 종합 ,IT
681, 낮잠 안잔다고     개월 아기 몸으로 눌러 숨지게 한 원장,IT
682,위중증 최다 당국  의료체계서 감당  정은경  일상회복  단계 지속 방역조치 강화할 수도 ,IT
683,빠르게 동나는 중환자 병상 정부  여유  vs 의료진  비상 ,IT
684,정은경  일상회복  단계 전환 어려울수도   방역조치 강화 가능 ,IT
685,흔들리는 위드 코로나에 정은경  고령층 부스터샷 일정 당기는 것 검토 ,IT
686, 성남시 기획부서  압수수색도 아직   대장동 윗선수사  답보 ,IT
687, 대장동 의혹  김만배 남욱 구속기한 연장   김만배 오늘 재소환,IT
688, 수출입 차는 주고 내수 차는 왜 안줘    요소수 공급 주유소  혼란 ,IT
689,정부  요소수 판매처 주유소 한정  업계는  처음 들었다 ,IT
690,코로나   신규 확진     명 위중증    명 연일 최다 경신,IT
691,코로나   신규     명 위중증    명  또 최다,IT
692,취약계층 집중 지원 닻올린 오세훈의  안심소득 ,IT
693,복지부  오세훈  안심소득  승인 저소득  인가구     만원 지원,IT
694,제주 여성근로자        경력단절   가사부담 직장문화로 균형 어려워 ,IT
695,재직 여성 경력단절 예방도 지원  경력단절여성법 개정안  국회 통과,IT
696, 밀착카메라  터널 화재 땐 대피통로 찾으라는데  어  어디 있지 ,IT
697, 밀착카메라  야호 대신 건배  비틀비틀  아찔한 음주산행,IT
698, 밀착카메라  안전장비 헬멧뿐 삐끗하면  m 아래  쓰레기 늪 으로,IT
699, 밀착카메라  정비구역에 휘갈긴 빨간 글씨  폐가에 사는 기분 ,IT
700, 아침 추위  절정  강원 산지  강풍  산불 주의 날씨 ,IT
701, 전국 곳곳 눈 비 내일 아침 중부 영하권 추위 날씨 ,IT
702, 출근길 영하권 추위 내일까지 충청 남부 비 눈 날씨 ,IT
703, 출근길 곳곳 영하권 추위   충청 이남 약한 비 날씨 ,IT
704, 국보 반가사유상  점 동시 전시 뉴스체크 문화 ,IT
705, 영상   사유의 방 에서 두 국보 반가사유상 만난다,IT
706,국보 금동 반가사유상  점  내일부터 상설 전시,IT
707,    여년전 두 반가사유상 시간이 멎은 듯  사유의 방 ,IT
708,한국타이어  타이어 업계 최초 친환경 국제인증  ISCC 플러스  획득,IT
709,한국타이어  친환경 국제인증  ISCC PLUS  획득 타이어 업계 최초,IT
710,전국 곳곳 눈 비 낮은 기온 강풍에 체감온도  뚝 ,IT
711,서울 등 중부지방 아침기온 영하권으로  뚝  오늘날씨 ,IT
712,문체부    일  오징어게임  흥행 요인 분석 토론회 개최,IT
713, 오징어 게임 은 무엇이 다른가    일 정책토론회,IT
714,함안 가야고분서  세기 중국 청자 발견  남조와 교류 흔적 ,IT
715,함안 말이산 가야 고분군에서 연꽃문양 청자그릇 발굴,IT
716,내일 서울 체감기온 영하  도  뚝  경기남부 등에 비나 눈,IT
717,춘천  영하  도 에 강풍까지 체감온도 더 낮아,IT
718,해외 관광지 항공권 판매  유럽 자유여행 상품 판매 재개,IT
719,해외항공권 발매 비중 유럽 동남아   위드 코로나 영향 ,IT
720, 밀레니얼 트렌드 사전  덕페이스,IT
721, 밀레니얼 트렌드 사전  퐁퐁남,IT
722, 밀레니얼 트렌드 사전  프리사이클링,IT
723, 밀레니얼 트렌드 사전  식집사,IT
724, 더오래 시즌 초반 부상 선수 쏟아지는 한국 야구  왜 그럴까,IT
725, 더오래  성을 가는  친양자 입양  독신자도 가능해진다,IT
726, 더오래 나이들면 단풍을 놓치고 싶지 않은 까닭,IT
727, 더오래      재건축 재개발 집 두개 주는 대신  세금 지옥 ,IT
728,중 공산당  번째  역사 결의  시진핑   세대 영도자  입지 굳혀,IT
729,마오쩌둥 반열 오른 시진핑  남은 건  황제 즉위식 ,IT
730, 속보  중국 공산당   년만에 새 역사결의  시진핑 신시대 중국의 새로운 도약 ,IT
731,  공산당 시진핑 중심 새로운 역사 결의 종합 ,IT
732,온실가스    위 미 중  기후 대응 공동선언  깜짝  손잡았다,IT
733,정상회담 앞둔 미중  기후변화 합의  깜짝훈풍  기싸움은 계속 종합 ,IT
734,미 중   기후변화 대응 협력  깜짝 공동선언 발표,IT
735,바이든 시진핑 첫 회담 전 깜짝  훈풍  기후대응 공동선언 발표,IT
736,유럽의약청 자문위  셀트리온 코로나   치료제  렉키로나  승인 권고 종합 ,IT
737,유럽의약청  셀트리온 코로나   치료제 승인 권고,IT
738,셀트리온 코로나   치료제  유럽서  승인 권고  의견 획득,IT
739,EMA  셀트리온 코로나 항체치료제 승인 권고 뉴욕증시  인플레 우려에 혼조세 모닝브리핑 ,IT
740,흰 독성 거품 뒤덮인 강 알고도 인도인들이 몸 담그는 이유,IT
741, 인도에 눈이 내렸나  독성 거품 뒤덮인 강에서 태양신 축제 이 시각 ,IT
742,  북동부 일대    년만에 최대 폭설 정전 피해 등 우려,IT
743,중국 네이멍구   년 만의 최대 폭설 동북지방 피해 속출,IT
744,아파르트헤이트 끝낸 남아공 전 대통령 데 클레르크 사망,IT
745, 노벨평화상 수상  데 클레르크 전 남아공 대통령 별세,IT
746, 테슬라  팔까  투표한 머스크   일간  조원어치 매각 종합  ,IT
747, 주식 진짜 팔았다    트위터에 머스크가 올린 글,IT
748,푸틴 메르켈  벨라루스 난민 사태 재차 논의  조속히 해결돼야 ,IT
749,벨라루스 폴란드  난민 갈등   러 EU 힘겨루기 번져,IT
750,아베  자민당 최대 파벌 복귀 첫 일성  헌법 개정하겠다 ,IT
751, 자민 최대 파벌  아베파  시동  헌법 논의 선두에 서자 ,IT
752,OPEC  내년 석유 수요 살아난다  WTI       국제유가 ,IT
753, OPEC  유가 상승에 수요 둔화  전망에 소폭 상승 뉴욕유가 ,IT
754,신임 일본 외무상  한국과 소통 강화  징용 위안부 기존입장 유지,IT
755,신임  외무상  징용 위안부 문제  한국이 해법 내놔야 ,IT
756,  연구진  코로나 모든 변이 차단하는 항체 찾아냈다,IT
757, 코로나 치료 예방에 효과적  미국 연구진  변이 바이러스 맞설 항체 발견,IT
758, 뉴스딱   당신 덕분에 성장    년 전 퇴사자도 한우 챙겨준 회사,IT
759, 뉴스딱  사설 구급차가 연예인 택시   이동 중 나았다  황당 변명,IT
760, 뉴스딱  후진하다 아이 쳐서 깔릴 뻔 했는데 명함만 주고  휑 ,IT
761, 뉴스딱   강아지가 아니었다고   이웃들 떨게 한 반려견의 정체,IT
762,U tv서 월  만    원에 디즈니  본다,IT
763,LGU   KT  디즈니  요금제  출시 디즈니  개시 맞춰 마케팅 경쟁,IT
764,디즈니   오늘부터 한국서 스트리밍 월     원,IT
765, TV로 엘사 바로 틀어주세요    LGU   디즈니 요금제 출시,IT
766, 이런 게임에 누가 돈 쓸까 했는데  욕하면서도 리니지 왜 할까 ,IT
767, 메타버스 NFT 신성장 동력으로 자리잡을것  엔씨소프트  목표가     ,IT
768, 린저씨  분노에 엔씨 영업익 반토막    그래도 믿을 건 리니지 ,IT
769,엔씨소프트  리니지W 성공으로 실적 반등 기대 메리츠,IT
770,네오위즈  분기 영업익 적자 전환    내년 블록체인 게임 낼 것 ,IT
771,네오위즈   분기 영업손실   억원  적자전환 ,IT
772,갤Z플립   미국 타임지  올해 최고의 발명품 으로 선정,IT
773,삼성전자 갤럭시Z플립  타임지  올해 최고 발명품 ,IT
774, 엔씨소프트  블록체인 NFT 게임 내년 서비스  컨콜 ,IT
775,엔씨소프트 실적 감소에도 장중 상한가 터치 왜 ,IT
776,서울 구로 영등포 KT 또 인터넷 장애 현재     복구,IT
777,KT  또 구로 영등포서 통신장애 이번엔 외부요인,IT
778,과기정통부  정보통신사고 위기대응 안전한국훈련 실시,IT
779, 지진으로 통신 장애 생긴다면  정보통신사고 위기 대응 훈련 진행,IT
780,크래프톤  연매출  조 클럽 초읽기  NFT는 긍정적이지만    ,IT
781, 든든한 배그  크래프톤   Q 매출     억원 전년      ,IT
782, 코인브리핑 인플레 우려에 비트코인 사상 최고가 숨고르기 하락세,IT
783, 코인브리핑   한 박자 쉬어가기   비트코인 보합세,IT
784, 코인브리핑  비트코인 이더리움 나란히 신고가,IT
785, 코인브리핑  비트코인     만원 재돌파 도전,IT
786, 사이언스N사피엔스  아인슈타인이 노벨상을 받은 업적  광전효과 ,IT
787, 사이언스N사피엔스 빛나는 흑체    세기를 열다,IT
788, 사이언스N사피엔스  푸딩 같기도  태양계 같기도 원자모형의 진화,IT
789, 사이언스N사피엔스  전자의 발견,IT
